memberId,AVG_POINTS_BOUGHT,AVG_REVENUE_USD,LAST_3_TRANSACTIONS_AVG_POINTS_BOUGHT,LAST_3_TRANSACTIONS_AVG_REVENUE_USD,PCT_BUY_TRANSACTIONS,PCT_GIFT_TRANSACTIONS,PCT_REDEEM_TRANSACTIONS,DAYS_SINCE_LAST_TRANSACTION,ats,resp,offer,fetch_member_data_latency,calculate_features_latency,get_predictions_latency,assign_offer_latency,total_latency
92EE8B9C,-5300.0,0.0,-5300.0,0.0,0.0,0.0,1.0,2525,0.0,0.0,35% Bonus,0.0015697479248046875,5.269050598144531e-05,0.0029990673065185547,0.001560211181640625,0.0061817169189453125
92DC309C,2600.0,3.25,2600.0,3.25,0.0,1.0,0.0,2524,2600.0,0.003861386138613862,35% Bonus,0.0014138221740722656,5.340576171875e-05,0.0029969215393066406,0.0015442371368408203,0.0060083866119384766
3F660E7D,9100.0,7.583333333333333,9100.0,7.583333333333333,1.0,0.0,0.0,2524,9100.0,0.012013201320132012,35% Bonus,0.001392364501953125,5.14984130859375e-05,0.0028836727142333984,0.0016109943389892578,0.005938529968261719
C14477EB,8800.0,9.777777777777779,8800.0,9.777777777777779,0.0,1.0,0.0,2523,8800.0,0.01162176439513999,35% Bonus,0.0014126300811767578,5.173683166503906e-05,0.0029327869415283203,0.0016033649444580078,0.006000518798828125
245EB671,-1300.0,0.0,-1300.0,0.0,0.0,0.0,1.0,2523,0.0,0.0,35% Bonus,0.0013568401336669922,4.982948303222656e-05,0.002843618392944336,0.0014743804931640625,0.005724668502807617
73CDC6F0,2000.0,2.0,2000.0,2.0,0.0,1.0,0.0,2520,2000.0,0.002380007933359778,35% Bonus,0.0013644695281982422,5.0067901611328125e-05,0.0028722286224365234,0.0014681816101074219,0.005754947662353516
D2A0CA57,1900.0,9.5,1900.0,9.5,0.0,1.0,0.0,2519,1900.0,0.011309523809523808,35% Bonus,0.0014188289642333984,5.1021575927734375e-05,0.0028502941131591797,0.0016450881958007812,0.005965232849121094
B17CB563,-8900.0,0.0,-8900.0,0.0,0.0,0.0,1.0,2519,0.0,0.0,35% Bonus,0.0013437271118164062,4.863739013671875e-05,0.002869844436645508,0.0015921592712402344,0.005854368209838867
B26355A5,-9900.0,0.0,-9900.0,0.0,0.0,0.0,1.0,2518,0.0,0.0,35% Bonus,0.0012631416320800781,4.982948303222656e-05,0.0028619766235351562,0.001659393310546875,0.005834341049194336
5F25361C,-8500.0,0.0,-8500.0,0.0,0.0,0.0,1.0,2518,0.0,0.0,35% Bonus,0.0013933181762695312,4.935264587402344e-05,0.002866029739379883,0.0014078617095947266,0.005716562271118164
7B78E143,4100.0,8.2,4100.0,8.2,0.0,1.0,0.0,2518,4100.0,0.009765780071456925,35% Bonus,0.0013339519500732422,4.9591064453125e-05,0.0028486251831054688,0.0014848709106445312,0.005717039108276367
2085BB17,9900.0,5.5,9900.0,5.5,1.0,0.0,0.0,2517,9900.0,0.008737092930897538,35% Bonus,0.0013914108276367188,4.9114227294921875e-05,0.002867460250854492,0.001516103744506836,0.005824089050292969
61A2669E,9200.0,18.4,9200.0,18.4,0.0,1.0,0.0,2517,9200.0,0.021922160444797455,50% Discount,0.0014531612396240234,4.839897155761719e-05,0.0028345584869384766,0.0014955997467041016,0.005831718444824219
F74FC69A,9600.0,16.0,9600.0,16.0,1.0,0.0,0.0,2516,9600.0,0.02542709574890743,50% Discount,0.0012404918670654297,4.839897155761719e-05,0.002869844436645508,0.0015020370483398438,0.0056607723236083984
6D6C9C03,6700.0,13.4,6700.0,13.4,1.0,0.0,0.0,2516,6700.0,0.02129519268970997,35% Bonus,0.0013952255249023438,4.935264587402344e-05,0.0029180049896240234,0.0015344619750976562,0.005897045135498047
6044BA19,8500.0,14.166666666666666,8500.0,14.166666666666666,0.0,1.0,0.0,2516,8500.0,0.01688518077075884,35% Bonus,0.0014073848724365234,4.935264587402344e-05,0.0027742385864257812,0.0015897750854492188,0.005820751190185547
13A0FF53,2100.0,1.5,2100.0,1.5,1.0,0.0,0.0,2516,2100.0,0.0023837902264600714,35% Bonus,0.0013303756713867188,4.887580871582031e-05,0.0028519630432128906,0.0014958381652832031,0.005727052688598633
D5F07DA4,7500.0,4.411764705882353,7500.0,4.411764705882353,0.0,1.0,0.0,2515,7500.0,0.005260450762180866,35% Bonus,0.0014050006866455078,5.173683166503906e-05,0.0029265880584716797,0.001476287841796875,0.0058596134185791016
84C7F4C5,500.0,2.611111111111111,500.0,2.611111111111111,0.0,0.5,0.5,2515,0.0,0.003113407525172231,35% Bonus,0.0015442371368408203,5.1021575927734375e-05,0.0028455257415771484,0.0015740394592285156,0.006014823913574219
AD432A5B,2600.0,1.368421052631579,2600.0,1.368421052631579,1.0,0.0,0.0,2515,2600.0,0.0021755501631662627,35% Bonus,0.0013949871063232422,4.982948303222656e-05,0.0029625892639160156,0.0015599727630615234,0.005967378616333008
65FD39D2,-7700.0,0.0,-7700.0,0.0,0.0,0.0,1.0,2515,0.0,0.0,35% Bonus,0.001329183578491211,6.723403930664062e-05,0.002733945846557617,0.001611471176147461,0.00574183464050293
32BBD70C,7700.0,12.833333333333334,7700.0,12.833333333333334,1.0,0.0,0.0,2514,7700.0,0.02041086812458582,35% Bonus,0.0013039112091064453,4.887580871582031e-05,0.003082752227783203,0.0015804767608642578,0.0060160160064697266
F44DBBBC,-7800.0,0.0,-7800.0,0.0,0.0,0.0,1.0,2514,0.0,0.0,35% Bonus,0.0013048648834228516,6.079673767089844e-05,0.0027570724487304688,0.001444101333618164,0.005566835403442383
FD7F939B,1300.0,0.6842105263157895,1300.0,0.6842105263157895,1.0,0.0,0.0,2513,1300.0,0.00108864045555416,35% Bonus,0.001367807388305664,4.863739013671875e-05,0.0028607845306396484,0.0014255046844482422,0.0057027339935302734
34F3F5AD,7600.0,4.222222222222222,7600.0,4.222222222222222,0.0,1.0,0.0,2512,7600.0,0.005040456293938188,35% Bonus,0.0013117790222167969,4.8160552978515625e-05,0.002948760986328125,0.001489400863647461,0.0057981014251708984
44C3D051,3400.0,1.8888888888888888,3400.0,1.8888888888888888,1.0,0.0,0.0,2512,3400.0,0.003006587964805235,35% Bonus,0.001379251480102539,4.935264587402344e-05,0.0029304027557373047,0.001440286636352539,0.005799293518066406
08A4983F,1300.0,1.1818181818181819,1300.0,1.1818181818181819,1.0,0.0,0.0,2512,1300.0,0.0018811272293166445,35% Bonus,0.0013959407806396484,4.839897155761719e-05,0.0028886795043945312,0.0015673637390136719,0.005900382995605469
331B6148,5800.0,5.2727272727272725,5800.0,5.2727272727272725,1.0,0.0,0.0,2511,5800.0,0.008396062536189925,35% Bonus,0.0013191699981689453,4.839897155761719e-05,0.0030760765075683594,0.0017054080963134766,0.0061490535736083984
1A2743D1,6800.0,5.230769230769231,6800.0,5.230769230769231,0.0,1.0,0.0,2511,6800.0,0.006246937775600195,35% Bonus,0.0014178752899169922,4.8160552978515625e-05,0.0033597946166992188,0.0016124248504638672,0.006438255310058594
14B66A62,5000.0,12.5,5000.0,12.5,1.0,0.0,0.0,2511,5000.0,0.019904458598726117,35% Bonus,0.0013418197631835938,5.53131103515625e-05,0.0032210350036621094,0.0014476776123046875,0.006065845489501953
34F002EB,7900.0,15.8,7900.0,15.8,0.0,1.0,0.0,2511,7900.0,0.01886942675159236,35% Bonus,0.0015552043914794922,5.650520324707031e-05,0.0030906200408935547,0.0015857219696044922,0.006288051605224609
EBE6F713,6800.0,8.5,6800.0,8.5,0.0,1.0,0.0,2510,6800.0,0.010155316606929511,35% Bonus,0.0013611316680908203,5.435943603515625e-05,0.0028738975524902344,0.0017046928405761719,0.005994081497192383
A0528761,1200.0,0.6,1200.0,0.6,1.0,0.0,0.0,2510,1200.0,0.0009557945041816011,35% Bonus,0.0013942718505859375,5.1975250244140625e-05,0.002841949462890625,0.0015707015991210938,0.005858898162841797
26F93FEC,-9300.0,0.0,-9300.0,0.0,0.0,0.0,1.0,2510,0.0,0.0,35% Bonus,0.0013625621795654297,5.2928924560546875e-05,0.0028989315032958984,0.0017337799072265625,0.0060482025146484375
16C09944,1100.0,0.6470588235294118,1100.0,0.6470588235294118,1.0,0.0,0.0,2510,1100.0,0.0010307587790193736,35% Bonus,0.0013651847839355469,5.1021575927734375e-05,0.0028839111328125,0.0015716552734375,0.005871772766113281
E7B82148,4600.0,3.5384615384615383,4600.0,3.5384615384615383,0.0,1.0,0.0,2509,4600.0,0.004229236898559608,35% Bonus,0.0013840198516845703,5.1021575927734375e-05,0.002872943878173828,0.0015764236450195312,0.005884408950805664
622AD67A,-8800.0,0.0,-8800.0,0.0,0.0,0.0,1.0,2509,0.0,0.0,35% Bonus,0.001247406005859375,5.125999450683594e-05,0.0028705596923828125,0.0016469955444335938,0.005816221237182617
62AAB8C2,9900.0,12.375,9900.0,12.375,0.0,1.0,0.0,2509,9900.0,0.014790836653386454,35% Bonus,0.0014009475708007812,5.1021575927734375e-05,0.002893209457397461,0.001440286636352539,0.005785465240478516
1E1255C9,6200.0,4.133333333333334,6200.0,4.133333333333334,0.0,1.0,0.0,2508,6200.0,0.004942208051016342,35% Bonus,0.0013785362243652344,4.887580871582031e-05,0.002833127975463867,0.001407623291015625,0.005668163299560547
666B322A,4600.0,3.066666666666667,4600.0,3.066666666666667,0.0,1.0,0.0,2508,4600.0,0.0036667995217218017,35% Bonus,0.0014493465423583984,8.296966552734375e-05,0.002834320068359375,0.0015385150909423828,0.0059051513671875
115655C2,8600.0,4.777777777777778,8600.0,4.777777777777778,1.0,0.0,0.0,2508,8600.0,0.007617023161064613,35% Bonus,0.0013937950134277344,4.887580871582031e-05,0.0027632713317871094,0.0015118122100830078,0.005717754364013672
9EDC30FF,200.0,0.15384615384615385,200.0,0.15384615384615385,1.0,0.0,0.0,2507,200.0,0.000245368666421298,35% Bonus,0.0013036727905273438,5.0067901611328125e-05,0.0027806758880615234,0.0016503334045410156,0.005784749984741211
FBE7D522,3300.0,2.5384615384615383,3300.0,2.5384615384615383,1.0,0.0,0.0,2507,3300.0,0.004048582995951417,35% Bonus,0.0012519359588623047,4.863739013671875e-05,0.002709627151489258,0.0016677379608154297,0.005677938461303711
F6905F71,-9600.0,0.0,-9600.0,0.0,0.0,0.0,1.0,2506,0.0,0.0,35% Bonus,0.0012624263763427734,4.863739013671875e-05,0.0027086734771728516,0.0016036033630371094,0.005623340606689453
92EE8B9C,1100.0,7.5,1100.0,7.5,0.0,0.5,0.5,2506,0.0,0.008974870362983644,35% Bonus,0.0015153884887695312,4.935264587402344e-05,0.002797365188598633,0.0014944076538085938,0.005856513977050781
DD2AF5D6,8200.0,8.2,8200.0,8.2,0.0,1.0,0.0,2506,8200.0,0.00981252493019545,35% Bonus,0.0013284683227539062,5.0067901611328125e-05,0.0028390884399414062,0.001577138900756836,0.0057947635650634766
6902D348,2050.0,1.1388888888888888,2050.0,1.1388888888888888,1.0,0.0,0.0,2505,2050.0,0.0018178593597588009,35% Bonus,0.00148773193359375,4.887580871582031e-05,0.0028569698333740234,0.0015683174133300781,0.005961894989013672
C4782977,-6900.0,0.0,-6900.0,0.0,0.0,0.0,1.0,2505,0.0,0.0,35% Bonus,0.0015447139739990234,4.887580871582031e-05,0.003142833709716797,0.0015630722045898438,0.006299495697021484
8B1C7BD4,3400.0,2.2666666666666666,3400.0,2.2666666666666666,1.0,0.0,0.0,2505,3400.0,0.0036179835062516625,35% Bonus,0.0013995170593261719,4.8160552978515625e-05,0.0029382705688476562,0.0015053749084472656,0.005891323089599609
F44DBBBC,-1550.0,23.5,-1550.0,23.5,0.5,0.0,0.5,2505,0.0,0.03282122905027933,35% Bonus,0.0015664100646972656,4.863739013671875e-05,0.0027587413787841797,0.0015490055084228516,0.005922794342041016
3CB06B20,7650.0,5.315789473684211,7650.0,5.315789473684211,1.0,0.0,0.0,2504,7650.0,0.008488286584725287,35% Bonus,0.0013654232025146484,4.982948303222656e-05,0.0029134750366210938,0.0016045570373535156,0.005933284759521484
56BA6C12,6600.0,9.428571428571429,6600.0,9.428571428571429,0.0,1.0,0.0,2504,6600.0,0.011291702309666382,35% Bonus,0.0012814998626708984,4.792213439941406e-05,0.0029380321502685547,0.0014121532440185547,0.005679607391357422
6901D946,-3100.0,0.0,-3100.0,0.0,0.0,0.0,1.0,2503,0.0,0.0,35% Bonus,0.0015130043029785156,5.4836273193359375e-05,0.003216266632080078,0.0018439292907714844,0.0066280364990234375
284525AD,-3800.0,0.0,-3800.0,0.0,0.0,0.0,1.0,2502,0.0,0.0,35% Bonus,0.0013654232025146484,5.6743621826171875e-05,0.0030324459075927734,0.0015888214111328125,0.006043434143066406
F5601A96,4100.0,2.9285714285714284,4100.0,2.9285714285714284,1.0,0.0,0.0,2502,4100.0,0.00468009816791279,35% Bonus,0.0014226436614990234,5.054473876953125e-05,0.0028815269470214844,0.0015590190887451172,0.005913734436035156
7B5E1CAB,3800.0,3.1666666666666665,3800.0,3.1666666666666665,0.0,1.0,0.0,2502,3800.0,0.0037954454654414694,35% Bonus,0.0014564990997314453,5.054473876953125e-05,0.002882242202758789,0.0016012191772460938,0.005990505218505859
6D6C9C03,7500.0,9.141176470588235,7500.0,9.141176470588235,0.5,0.5,0.0,2501,7500.0,0.012787417125123428,35% Bonus,0.0015616416931152344,4.9114227294921875e-05,0.00290679931640625,0.0015094280242919922,0.0060269832611083984
97094FB3,9300.0,31.0,9300.0,31.0,0.0,1.0,0.0,2501,9300.0,0.03717026378896882,50% Discount,0.0013785362243652344,9.512901306152344e-05,0.0027697086334228516,0.0015094280242919922,0.0057528018951416016
17B69903,6200.0,31.0,6200.0,31.0,0.0,1.0,0.0,2500,6200.0,0.037185125949620146,50% Discount,0.0013811588287353516,4.839897155761719e-05,0.0029113292694091797,0.0015892982482910156,0.005930185317993164
A60B94CF,5800.0,4.833333333333333,5800.0,4.833333333333333,0.0,1.0,0.0,2500,5800.0,0.005797680927628948,35% Bonus,0.0013854503631591797,4.744529724121094e-05,0.0029821395874023438,0.0016040802001953125,0.006019115447998047
5BD9AEFA,500.0,1.0,500.0,1.0,0.0,1.0,0.0,2500,500.0,0.0011995201919232307,35% Bonus,0.0013935565948486328,4.9591064453125e-05,0.0029036998748779297,0.0015037059783935547,0.005850553512573242
492A0AFA,8600.0,4.3,8600.0,4.3,1.0,0.0,0.0,2500,8600.0,0.006877249100359856,35% Bonus,0.001462697982788086,5.8650970458984375e-05,0.0031676292419433594,0.0018846988677978516,0.006573677062988281
4B8E6516,9400.0,11.75,9400.0,11.75,0.0,1.0,0.0,2499,9400.0,0.0141,35% Bonus,0.0015151500701904297,6.389617919921875e-05,0.0034151077270507812,0.0017952919006347656,0.006789445877075195
2F35C7DB,1800.0,1.125,1800.0,1.125,0.0,1.0,0.0,2499,1800.0,0.00135,35% Bonus,0.0017025470733642578,6.937980651855469e-05,0.0032806396484375,0.0022208690643310547,0.007273435592651367
8B1C7BD4,-1450.0,1.1333333333333333,-1450.0,1.1333333333333333,0.5,0.0,0.5,2498,0.0,0.001587301587301587,35% Bonus,0.0014433860778808594,6.628036499023438e-05,0.003146648406982422,0.001695871353149414,0.00635218620300293
87D8E73B,-5600.0,0.0,-5600.0,0.0,0.0,0.0,1.0,2498,0.0,0.0,35% Bonus,0.0013954639434814453,6.198883056640625e-05,0.0028696060180664062,0.0015511512756347656,0.0058782100677490234
C4033DAA,9000.0,10.0,9000.0,10.0,1.0,0.0,0.0,2498,9000.0,0.016006402561024414,35% Bonus,0.0013844966888427734,5.745887756347656e-05,0.002857208251953125,0.001544952392578125,0.0058441162109375
1166073A,8400.0,8.4,8400.0,8.4,0.0,1.0,0.0,2497,8400.0,0.010088070456365091,35% Bonus,0.0013320446014404297,5.507469177246094e-05,0.002893686294555664,0.0015459060668945312,0.005826711654663086
FB65DE77,7700.0,4.529411764705882,7700.0,4.529411764705882,1.0,0.0,0.0,2497,7700.0,0.0072528611124193475,35% Bonus,0.0013606548309326172,5.435943603515625e-05,0.0030748844146728516,0.0015079975128173828,0.005997896194458008
DD2AF5D6,5200.0,5.322222222222222,5200.0,5.322222222222222,0.0,1.0,0.0,2496,5200.0,0.006394339874516085,35% Bonus,0.0016508102416992188,7.581710815429688e-05,0.0030558109283447266,0.0016374588012695312,0.0064198970794677734
833ED870,8300.0,5.1875,8300.0,5.1875,1.0,0.0,0.0,2496,8300.0,0.008309971966359632,35% Bonus,0.001466989517211914,6.246566772460938e-05,0.0030744075775146484,0.0016160011291503906,0.0062198638916015625
E94CEF81,7600.0,5.428571428571429,7600.0,5.428571428571429,1.0,0.0,0.0,2495,7600.0,0.008699633699633702,35% Bonus,0.0014281272888183594,5.459785461425781e-05,0.0031707286834716797,0.0018301010131835938,0.006483554840087891
E0A14E95,9100.0,5.6875,9100.0,5.6875,0.0,1.0,0.0,2495,9100.0,0.0068359375,35% Bonus,0.0014579296112060547,9.369850158691406e-05,0.0031185150146484375,0.0015740394592285156,0.006244182586669922
D1630BE9,400.0,0.26666666666666666,400.0,0.26666666666666666,1.0,0.0,0.0,2495,400.0,0.00042735042735042735,35% Bonus,0.0013797283172607422,6.818771362304688e-05,0.002897977828979492,0.0015969276428222656,0.005942821502685547
4D2420BF,500.0,5.0,500.0,5.0,1.0,0.0,0.0,2494,500.0,0.008016032064128258,35% Bonus,0.0016388893127441406,6.794929504394531e-05,0.0030989646911621094,0.0014994144439697266,0.006305217742919922
50F988B1,6700.0,16.75,6700.0,16.75,1.0,0.0,0.0,2494,6700.0,0.02685370741482966,35% Bonus,0.001321554183959961,6.914138793945312e-05,0.002963542938232422,0.001447916030883789,0.005802154541015625
DC1E01E7,700.0,1.0,700.0,1.0,1.0,0.0,0.0,2494,700.0,0.0016032064128256515,35% Bonus,0.0013272762298583984,7.557868957519531e-05,0.0028307437896728516,0.0016062259674072266,0.005839824676513672
DE82F6BF,8200.0,41.0,8200.0,41.0,1.0,0.0,0.0,2494,8200.0,0.0657314629258517,50% Discount,0.0014564990997314453,5.030632019042969e-05,0.0028908252716064453,0.00162506103515625,0.00602269172668457
6D4A32B4,-7400.0,0.0,-7400.0,0.0,0.0,0.0,1.0,2493,0.0,0.0,35% Bonus,0.001394033432006836,7.081031799316406e-05,0.0028502941131591797,0.0014836788177490234,0.005798816680908203
57C0E46F,1300.0,1.8571428571428572,1300.0,1.8571428571428572,1.0,0.0,0.0,2493,1300.0,0.002978577156604422,35% Bonus,0.0012607574462890625,4.9591064453125e-05,0.0027594566345214844,0.001436471939086914,0.005506277084350586
FBD47E8F,10000.0,11.11111111111111,10000.0,11.11111111111111,1.0,0.0,0.0,2493,10000.0,0.01782054709079569,35% Bonus,0.001295328140258789,5.030632019042969e-05,0.0031669139862060547,0.0016281604766845703,0.006140708923339844
9EDC30FF,-1850.0,0.07692307692307693,-1850.0,0.07692307692307693,0.5,0.0,0.5,2493,0.0,0.00010795139103078156,35% Bonus,0.0014164447784423828,9.202957153320312e-05,0.0031316280364990234,0.001619100570678711,0.00625920295715332
E9C8343F,6000.0,15.0,6000.0,15.0,0.0,1.0,0.0,2492,6000.0,0.018050541516245484,35% Bonus,0.0012907981872558594,5.435943603515625e-05,0.002927064895629883,0.0016453266143798828,0.005917549133300781
9AB17EC4,9200.0,5.111111111111111,9200.0,5.111111111111111,0.0,1.0,0.0,2492,9200.0,0.006150554887016979,35% Bonus,0.0013513565063476562,5.7220458984375e-05,0.002854585647583008,0.0017695426940917969,0.006032705307006836
0EBE6836,4100.0,3.1538461538461537,4100.0,3.1538461538461537,1.0,0.0,0.0,2491,4100.0,0.005062353376960118,35% Bonus,0.001434326171875,5.245208740234375e-05,0.0028543472290039062,0.0015478134155273438,0.005888938903808594
A890C0D2,6200.0,10.333333333333334,6200.0,10.333333333333334,0.0,1.0,0.0,2491,6200.0,0.012439807383627608,35% Bonus,0.001378774642944336,4.9591064453125e-05,0.0028536319732666016,0.001558542251586914,0.0058405399322509766
351A31A4,-2100.0,0.0,-2100.0,0.0,0.0,0.0,1.0,2491,0.0,0.0,35% Bonus,0.001268148422241211,4.8160552978515625e-05,0.002858400344848633,0.0015363693237304688,0.005711078643798828
