memberId,lastTransactionUtcTs,lastTransactionType,lastTransactionPointsBought,lastTransactionRevenueUSD
44C3D051,2019-01-30 00:51:00,buy,3400,1.8888888888888888
08A4983F,2019-01-30 06:41:14,buy,1300,1.1818181818181819
331B6148,2019-01-31 04:14:20,buy,5800,5.2727272727272725
1A2743D1,2019-01-31 07:00:13,gift,6800,5.230769230769231
14B66A62,2019-01-31 07:26:20,buy,5000,12.5
34F002EB,2019-01-31 13:04:14,gift,7900,15.8
EBE6F713,2019-02-01 00:32:17,gift,6800,8.5
A0528761,2019-02-01 08:23:53,buy,1200,0.6
26F93FEC,2019-02-01 12:53:10,redeem,-9300,0.0
16C09944,2019-02-01 17:11:10,buy,1100,0.6470588235294118
E7B82148,2019-02-02 02:06:47,gift,4600,3.5384615384615383
622AD67A,2019-02-02 08:28:22,redeem,-8800,0.0
62AAB8C2,2019-02-02 10:37:44,gift,9900,12.375
1E1255C9,2019-02-03 09:59:19,gift,6200,4.133333333333334
666B322A,2019-02-03 11:06:56,gift,4600,3.066666666666667
115655C2,2019-02-03 13:06:26,buy,8600,4.777777777777778
9EDC30FF,2019-02-04 01:18:23,buy,200,0.15384615384615385
FBE7D522,2019-02-04 16:54:19,buy,3300,2.5384615384615383
F6905F71,2019-02-05 13:45:20,redeem,-9600,0.0
92EE8B9C,2019-02-05 19:03:28,gift,7500,15.0
DD2AF5D6,2019-02-05 20:59:44,gift,8200,8.2
6902D348,2019-02-06 08:39:37,buy,2400,1.3333333333333333
C4782977,2019-02-06 14:49:20,redeem,-6900,0.0
8B1C7BD4,2019-02-06 15:19:18,buy,3400,2.2666666666666666
F44DBBBC,2019-02-06 18:50:57,buy,4700,47.0
3CB06B20,2019-02-07 03:58:35,buy,8400,7.0
56BA6C12,2019-02-07 06:52:08,gift,6600,9.428571428571429
6901D946,2019-02-08 13:21:21,redeem,-3100,0.0
284525AD,2019-02-09 01:46:09,redeem,-3800,0.0
F5601A96,2019-02-09 03:17:20,buy,4100,2.9285714285714284
7B5E1CAB,2019-02-09 14:14:35,gift,3800,3.1666666666666665
6D6C9C03,2019-02-10 00:41:55,gift,8300,4.882352941176471
97094FB3,2019-02-10 04:33:12,gift,9300,31.0
17B69903,2019-02-10 22:51:58,gift,6200,31.0
A60B94CF,2019-02-11 03:33:55,gift,5800,4.833333333333333
5BD9AEFA,2019-02-11 08:26:34,gift,500,1.0
492A0AFA,2019-02-11 19:36:33,buy,8600,4.3
4B8E6516,2019-02-12 06:45:52,gift,9400,11.75
0DEA9D01,,,,
2F35C7DB,2019-02-12 16:34:44,gift,1800,1.125
8B1C7BD4,2019-02-13 02:45:34,redeem,-6300,0.0
87D8E73B,2019-02-13 08:05:40,redeem,-5600,0.0
C4033DAA,2019-02-13 12:22:35,buy,9000,10.0
1166073A,2019-02-14 05:10:33,gift,8400,8.4
FB65DE77,2019-02-14 16:59:26,buy,7700,4.529411764705882
DD2AF5D6,2019-02-15 04:50:21,gift,2200,2.4444444444444446
833ED870,2019-02-15 08:56:37,buy,8300,5.1875
E94CEF81,2019-02-16 06:03:04,buy,7600,5.428571428571429
E0A14E95,2019-02-16 09:42:05,gift,9100,5.6875
D1630BE9,2019-02-16 22:10:02,buy,400,0.26666666666666666
4D2420BF,2019-02-16 22:47:47,buy,500,5.0
50F988B1,2019-02-16 23:42:56,buy,6700,16.75
DC1E01E7,2019-02-17 01:32:45,buy,700,1.0
DE82F6BF,2019-02-17 06:17:48,buy,8200,41.0
6D4A32B4,2019-02-18 02:37:34,redeem,-7400,0.0
57C0E46F,2019-02-18 07:44:42,buy,1300,1.8571428571428572
FBD47E8F,2019-02-18 19:57:28,buy,10000,11.11111111111111
9EDC30FF,2019-02-18 22:27:11,redeem,-3900,0.0
E9C8343F,2019-02-19 14:32:04,gift,6000,15.0
9AB17EC4,2019-02-19 22:07:48,gift,9200,5.111111111111111
0EBE6836,2019-02-20 00:50:10,buy,4100,3.1538461538461537
A890C0D2,2019-02-20 07:50:44,gift,6200,10.333333333333334
351A31A4,2019-02-20 15:04:04,redeem,-2100,0.0
7C547BD1,2019-02-20 18:30:21,gift,500,0.3125
77158504,2019-02-20 21:12:52,gift,3100,4.428571428571429
4A165820,2019-02-21 04:44:56,gift,5000,4.545454545454546
082880EA,2019-02-21 07:14:49,redeem,-2400,0.0
4A2BC2EF,2019-02-21 09:48:09,gift,2100,1.3125
EC8EEFFF,2019-02-21 21:10:47,gift,5000,2.6315789473684212
23F5BFA0,,,,
3AEB300D,2019-02-22 11:02:53,buy,8200,7.454545454545454
3A1B7EE5,2019-02-22 11:03:41,gift,7400,6.166666666666667
B81EBF21,2019-02-23 11:27:54,buy,7600,76.0
331B6148,2019-02-23 13:52:39,redeem,-9700,0.0
A730D2DA,2019-02-24 11:30:10,gift,2300,2.5555555555555554
64E9B0BF,2019-02-24 22:01:51,redeem,-7800,0.0
16734236,2019-02-25 00:17:33,buy,2500,5.0
471193DA,2019-02-25 12:07:59,gift,2100,1.3125
89065792,2019-02-25 18:11:57,buy,600,1.0
D5F07DA4,2019-02-26 01:03:17,redeem,-4700,0.0
819EF521,2019-02-26 21:23:58,gift,2900,7.25
E383CB37,2019-02-27 04:28:35,gift,400,0.3076923076923077
137242A0,2019-02-27 11:23:03,gift,6700,3.526315789473684
0EBE6836,2019-02-27 16:52:25,gift,700,7.0
3D0B4F32,2019-02-28 06:26:37,buy,9600,9.6
464459E9,2019-02-28 12:02:04,buy,6500,4.642857142857143
734A07C2,2019-03-02 03:47:10,gift,8600,6.142857142857143
58B6CADE,2019-03-02 12:46:03,redeem,-4900,0.0
CCF84A75,2019-03-02 15:27:01,gift,4500,2.6470588235294117
0E78F618,2019-03-02 17:09:26,buy,6800,68.0
B3D37DD7,2019-03-03 05:32:05,buy,6000,3.0
492A0AFA,2019-03-03 18:13:12,gift,8300,6.384615384615385
4975841B,2019-03-03 18:17:05,gift,4800,24.0
94BD686A,2019-03-03 21:26:50,redeem,-9900,0.0
271BAEB1,2019-03-04 01:54:00,buy,600,1.5
DA92C3C9,2019-03-05 08:22:52,redeem,-7100,0.0
B2DB0ACB,2019-03-05 12:27:02,buy,9900,6.6
5D20236C,2019-03-05 17:22:35,redeem,-5600,0.0
284525AD,2019-03-06 06:30:52,gift,100,0.125
464459E9,2019-03-06 11:54:53,buy,2500,2.0833333333333335
F2D14938,2019-03-06 22:12:03,redeem,-9500,0.0
CAA29670,2019-03-06 23:09:43,redeem,-6700,0.0
082880EA,2019-03-08 07:45:44,gift,9000,8.181818181818182
B64AE676,2019-03-08 12:18:28,buy,6800,68.0
1A2743D1,2019-03-09 00:29:25,buy,2700,27.0
EDBD5B25,2019-03-09 03:32:02,gift,6100,6.777777777777778
4896C7AC,2019-03-09 06:07:59,gift,100,0.125
FEF59336,2019-03-09 06:17:51,buy,9300,11.625
492A0AFA,2019-03-09 12:04:50,gift,2000,1.1111111111111112
F3290AB8,2019-03-10 00:09:45,redeem,-4400,0.0
B17CB563,2019-03-10 03:40:40,redeem,-7800,0.0
4EBBA871,2019-03-10 06:08:21,buy,4700,3.1333333333333333
929E5BA6,2019-03-10 09:24:44,gift,6900,6.2727272727272725
E6D1C2BC,2019-03-10 18:05:13,buy,700,0.7
F70CB132,2019-03-11 02:33:12,buy,900,0.5
B1001422,2019-03-11 13:31:09,buy,1100,0.7857142857142857
01992220,2019-03-12 19:11:33,buy,700,0.5
32BBD70C,2019-03-12 20:46:50,redeem,-4600,0.0
ED82D52A,2019-03-12 22:20:26,gift,2100,1.105263157894737
161413EB,2019-03-12 22:33:07,redeem,-3700,0.0
01453339,2019-03-13 00:31:04,gift,7700,9.625
11D2C6FF,2019-03-14 06:59:10,buy,3800,38.0
E9D6B9F0,2019-03-14 09:42:41,buy,4000,4.444444444444445
92DC309C,2019-03-14 09:48:26,buy,1000,5.0
18B016AB,2019-03-14 18:47:58,redeem,-4000,0.0
4EF83694,2019-03-14 19:55:26,gift,1700,2.125
5070AC76,2019-03-15 13:52:09,redeem,-3300,0.0
34C66526,2019-03-15 22:19:05,gift,6100,8.714285714285714
EDBD5B25,2019-03-16 11:44:59,buy,7600,4.470588235294118
89065792,2019-03-17 09:37:23,redeem,-6400,0.0
E6DFC0B6,2019-03-17 10:28:07,redeem,-8500,0.0
69F19E30,2019-03-18 00:08:19,buy,7900,6.076923076923077
3F660E7D,2019-03-18 02:20:12,redeem,-2700,0.0
D9E607F7,2019-03-18 09:52:57,redeem,-2600,0.0
78C5ED8C,2019-03-18 17:44:17,buy,2700,4.5
2C1DED5D,2019-03-19 01:19:50,buy,7900,13.166666666666666
24F81CF0,2019-03-20 07:38:29,buy,9500,11.875
96E9CB29,2019-03-20 12:51:11,redeem,-7300,0.0
B71E1604,2019-03-20 18:28:03,buy,6300,7.0
9A4A5C1B,2019-03-21 02:23:02,redeem,-3800,0.0
0296484F,2019-03-21 04:53:22,buy,4100,20.5
E98B179B,2019-03-21 07:38:36,redeem,-1500,0.0
7FF5DF2A,2019-03-22 05:38:59,gift,100,0.07692307692307693
A2CBF034,2019-03-22 06:46:58,gift,9800,12.25
030FFE74,2019-03-22 13:57:08,buy,8600,43.0
D418F68B,2019-03-22 18:23:58,gift,6600,4.125
E085BF23,2019-03-23 15:39:38,redeem,-8000,0.0
D9E607F7,2019-03-23 15:53:29,gift,1200,4.0
69F19E30,2019-03-24 02:58:39,redeem,-8400,0.0
1212ED34,2019-03-24 03:20:24,buy,4000,2.0
A71A106F,2019-03-24 07:17:10,buy,2900,4.833333333333333
F0B8F1C7,2019-03-24 09:34:51,redeem,-8600,0.0
E4452036,2019-03-24 15:15:06,gift,6300,6.3
9EDC30FF,2019-03-25 00:18:57,redeem,-9700,0.0
C137C2FF,2019-03-25 06:51:28,gift,2400,8.0
21836B6F,2019-03-25 11:15:38,redeem,-3500,0.0
4310B742,2019-03-25 11:51:57,buy,1200,1.2
97094FB3,2019-03-25 17:40:42,redeem,-8300,0.0
08E0A13C,2019-03-26 04:28:55,buy,2700,1.35
68415BA5,2019-03-26 12:24:19,redeem,-3800,0.0
3E883649,2019-03-26 14:52:46,redeem,-5200,0.0
D418F68B,2019-03-26 17:03:11,buy,3500,2.1875
3A4F602A,2019-03-27 06:08:40,gift,200,2.0
EA3BBFF2,2019-03-27 11:21:33,redeem,-3700,0.0
01453339,2019-03-27 22:43:46,gift,9900,5.5
60C1C0FD,2019-03-28 07:03:19,gift,9400,5.222222222222222
6ECF48ED,2019-03-29 01:00:43,redeem,-1400,0.0
AB16C2F8,2019-03-29 03:23:38,redeem,-7900,0.0
F37BF075,2019-03-31 04:55:06,buy,7700,7.7
C4782977,2019-03-31 15:07:59,gift,1400,0.7777777777777778
FEF48449,2019-04-01 00:14:21,redeem,-4800,0.0
84739892,2019-04-01 10:28:24,redeem,-2100,0.0
C29B266C,2019-04-01 18:11:18,redeem,-7300,0.0
0664C0B9,2019-04-02 04:06:52,redeem,-4800,0.0
01453339,2019-04-02 04:31:01,gift,8300,9.222222222222221
28608FB4,2019-04-03 00:33:06,redeem,-7000,0.0
3AEB300D,2019-04-03 23:06:38,redeem,-9800,0.0
58B6CADE,2019-04-04 01:23:24,buy,3200,10.666666666666666
448D5718,2019-04-04 02:06:23,redeem,-500,0.0
17B69903,2019-04-04 02:20:35,gift,7100,11.833333333333334
1166073A,2019-04-04 09:19:34,redeem,-2000,0.0
AE5B5678,2019-04-04 14:56:14,redeem,-9600,0.0
F6A67809,2019-04-06 04:39:37,buy,3900,4.333333333333333
4A2BC2EF,2019-04-07 04:26:36,buy,2200,2.4444444444444446
A2C53B36,2019-04-07 17:55:05,redeem,-2500,0.0
D2A0CA57,2019-04-07 23:26:57,redeem,-9700,0.0
27CF38C3,2019-04-08 03:28:59,buy,3300,11.0
A953FF4C,2019-04-08 09:30:13,redeem,-2100,0.0
E6DFC0B6,2019-04-08 11:44:47,buy,1900,2.7142857142857144
92222EBC,2019-04-08 14:00:02,gift,7700,15.4
66EB5B9B,2019-04-08 16:20:18,redeem,-8100,0.0
6A4B1E51,2019-04-08 18:24:47,buy,300,0.375
697A2188,2019-04-09 03:50:32,gift,1000,0.9090909090909091
A67C5D0B,2019-04-09 10:40:38,gift,2100,2.1
AD327A55,2019-04-09 14:04:19,gift,6100,20.333333333333332
46FF496E,2019-04-10 11:05:20,gift,2200,1.8333333333333333
F37BF075,2019-04-10 14:23:11,gift,6600,9.428571428571429
B6FDEFF3,2019-04-11 06:55:25,buy,5000,10.0
245EB671,2019-04-11 10:17:22,redeem,-3700,0.0
B8E7CE41,2019-04-12 10:49:19,redeem,-6000,0.0
67287AA5,2019-04-12 17:07:15,redeem,-400,0.0
115655C2,2019-04-14 07:43:53,redeem,-100,0.0
07B90DB7,2019-04-14 15:28:52,buy,9600,8.0
D76C79CD,2019-04-14 22:46:41,redeem,-7000,0.0
BE5F87A6,2019-04-15 15:03:17,buy,7500,7.5
465E51CE,2019-04-15 15:07:56,gift,6500,3.4210526315789473
76F0942D,2019-04-15 16:22:47,gift,8200,82.0
D2A0CA57,2019-04-15 20:45:39,gift,1000,0.5263157894736842
2567D20E,2019-04-15 22:02:35,buy,9800,19.6
5AC9157E,2019-04-16 00:16:03,buy,7800,4.333333333333333
50F988B1,2019-04-16 10:20:35,redeem,-8300,0.0
C677471E,2019-04-16 17:57:04,gift,300,0.75
492A0AFA,2019-04-17 08:01:07,redeem,-1500,0.0
E52F74C5,2019-04-17 14:03:48,redeem,-7100,0.0
049F70FF,2019-04-18 20:51:48,redeem,-9600,0.0
FBE7D522,2019-04-19 09:20:55,redeem,-7400,0.0
565DB88B,2019-04-19 21:52:38,gift,600,0.6666666666666666
FEF59336,2019-04-20 17:51:02,gift,6700,4.1875
B34038BA,2019-04-21 07:18:06,buy,7600,7.6
B49480EC,2019-04-22 01:12:15,buy,6700,67.0
015D3EF3,2019-04-22 03:45:19,buy,1600,1.0
E2CDD6A3,2019-04-22 08:49:27,redeem,-3300,0.0
5EEE0B55,2019-04-23 10:19:57,redeem,-9700,0.0
8B1C7BD4,2019-04-23 12:16:52,redeem,-500,0.0
0669F94E,2019-04-24 08:36:20,buy,3000,5.0
3FA2208B,2019-04-24 18:07:13,buy,700,3.5
398AD97B,2019-04-24 20:40:20,redeem,-2000,0.0
2AC5371E,2019-04-25 04:56:56,gift,8500,14.166666666666666
C9BA98A6,2019-04-25 06:17:09,gift,1400,1.2727272727272727
6BD35CCA,2019-04-25 10:12:44,redeem,-700,0.0
52490EEA,2019-04-25 11:56:09,redeem,-4200,0.0
B1B6E92C,2019-04-26 09:39:46,buy,9000,12.857142857142858
9EDC30FF,2019-04-27 11:56:39,buy,5200,2.888888888888889
EC8EEFFF,2019-04-27 17:50:35,buy,3800,2.533333333333333
434EB631,2019-04-28 17:13:01,buy,9700,4.85
D418F68B,2019-04-29 05:27:17,redeem,-900,0.0
E9C8343F,2019-04-30 14:05:49,buy,4200,10.5
CFF76686,2019-04-30 15:53:30,redeem,-7400,0.0
BD7E6474,2019-05-01 05:51:56,redeem,-6200,0.0
DC1E01E7,2019-05-01 11:12:15,redeem,-3000,0.0
3D0B4F32,2019-05-01 20:54:07,buy,3100,2.8181818181818183
B8C5C96C,2019-05-01 22:57:10,gift,2300,1.6428571428571428
EEFD4047,2019-05-02 02:45:57,redeem,-9500,0.0
02681B5A,2019-05-02 03:10:03,redeem,-9100,0.0
E6477E2E,2019-05-02 04:01:06,redeem,-1800,0.0
E35B1925,2019-05-02 07:53:25,redeem,-9100,0.0
51220C27,2019-05-02 09:42:42,buy,2100,2.625
2D30822E,,,,
E9C8343F,2019-05-03 02:43:35,redeem,-3000,0.0
90912664,2019-05-03 08:03:03,redeem,-7300,0.0
EF1723B6,2019-05-04 10:11:20,gift,8500,7.7272727272727275
24F81CF0,2019-05-05 16:31:49,gift,4100,20.5
27CF38C3,2019-05-05 20:31:06,buy,200,0.16666666666666666
2C072F82,2019-05-06 09:27:40,redeem,-5600,0.0
24B5A6A9,2019-05-06 10:06:48,redeem,-2700,0.0
5F25361C,2019-05-06 11:52:12,gift,1500,5.0
77509E1F,2019-05-07 01:31:19,redeem,-5600,0.0
3A1B7EE5,2019-05-07 11:40:19,gift,8300,83.0
B049C561,2019-05-07 19:15:55,gift,9400,18.8
41FFB247,2019-05-07 21:36:18,gift,300,0.16666666666666666
5EB447B4,2019-05-08 04:28:55,buy,6000,3.1578947368421053
EE7362C0,2019-05-08 12:30:56,buy,5500,3.4375
540399F8,2019-05-08 22:38:09,gift,2200,2.2
A0C87EEA,2019-05-09 19:41:28,buy,2500,1.5625
141D2CF5,2019-05-10 02:31:06,redeem,-5400,0.0
D6707AE8,2019-05-10 06:27:10,buy,6900,8.625
141B3B78,2019-05-10 10:58:53,redeem,-5800,0.0
5F25361C,2019-05-10 17:35:01,buy,4200,3.230769230769231
FF61C539,2019-05-11 04:22:11,buy,5700,3.5625
65211F6C,2019-05-11 08:26:09,gift,1500,0.9375
4D2420BF,2019-05-12 00:35:47,redeem,-6600,0.0
3D0B4F32,2019-05-12 17:31:36,buy,1800,1.3846153846153846
EEFD4047,2019-05-14 00:07:54,buy,7900,13.166666666666666
A890C0D2,2019-05-14 18:01:12,redeem,-4400,0.0
0669F94E,2019-05-14 20:38:05,gift,7600,8.444444444444445
DBAC9005,2019-05-15 04:13:53,buy,4900,8.166666666666666
FC107804,2019-05-17 01:23:01,redeem,-4100,0.0
EB6FFC96,2019-05-17 19:17:13,redeem,-8900,0.0
622AD67A,2019-05-18 06:07:46,redeem,-9100,0.0
0C29817B,2019-05-18 14:43:17,gift,3800,2.0
331B6148,2019-05-18 21:32:01,gift,500,1.6666666666666667
4B8E6516,2019-05-19 01:04:15,buy,9500,6.785714285714286
3FA77C7E,2019-05-19 11:12:01,redeem,-3900,0.0
275172D3,2019-05-19 12:12:52,buy,4900,2.8823529411764706
74508396,2019-05-19 15:25:44,gift,300,0.1875
,2019-05-20 00:09:56,gift,2700,1.588235294117647
B71E1604,2019-05-20 12:49:10,redeem,-4200,0.0
4A165820,2019-05-20 20:16:58,gift,4100,2.9285714285714284
B3D37DD7,2019-05-20 20:30:27,buy,3700,12.333333333333334
84739892,2019-05-21 00:01:53,buy,9200,30.666666666666668
6AE748C6,2019-05-21 00:30:28,gift,8500,7.7272727272727275
E71F95FD,2019-05-21 08:43:56,buy,7000,4.666666666666667
7FDAEB1C,2019-05-21 08:44:03,buy,9600,5.647058823529412
8D6F0FD8,2019-05-21 11:48:35,buy,2100,21.0
0AA039D6,2019-05-22 03:45:02,redeem,-7500,0.0
8320B2B3,2019-05-22 10:01:40,buy,7200,72.0
6D6C9C03,2019-05-22 23:36:57,buy,2300,1.4375
464459E9,2019-05-23 01:55:58,buy,2100,1.2352941176470589
28608FB4,2019-05-23 03:25:19,gift,6900,7.666666666666667
0CF7F778,2019-05-24 03:16:16,gift,9200,6.133333333333334
96E9CB29,2019-05-24 04:36:50,buy,9500,5.277777777777778
768354DA,2019-05-24 08:03:01,gift,6600,4.125
E6B53130,2019-05-24 21:08:48,gift,8700,5.117647058823529
DD5DB310,2019-05-25 00:31:03,buy,3000,2.3076923076923075
6DC659DA,2019-05-25 03:57:29,gift,5100,3.642857142857143
E98B179B,2019-05-26 16:52:15,redeem,-9900,0.0
01453339,2019-05-26 17:50:06,buy,700,1.75
D418F68B,2019-05-26 18:55:32,redeem,-2200,0.0
5028CA60,2019-05-26 21:11:36,redeem,-8600,0.0
54C9B82E,2019-05-27 14:47:42,redeem,-2700,0.0
D5DC7878,2019-05-28 02:02:05,buy,6500,7.222222222222222
D502D7AA,2019-05-28 06:39:31,gift,7100,3.9444444444444446
2954F84A,2019-05-28 14:24:50,buy,5900,5.363636363636363
E4B5D200,2019-05-28 19:43:02,redeem,-800,0.0
4888E197,2019-05-28 23:51:12,redeem,-2200,0.0
D9E607F7,2019-05-29 17:28:20,gift,1100,0.55
FDDF909C,2019-05-29 17:53:18,redeem,-8400,0.0
C113A822,2019-05-30 07:40:12,gift,3600,12.0
11D2C6FF,2019-05-30 16:30:57,buy,8000,7.2727272727272725
AC2553F9,2019-05-31 05:31:01,gift,2800,4.0
CA003BB6,2019-05-31 19:01:09,redeem,-4100,0.0
15360C78,2019-06-01 01:19:30,redeem,-8000,0.0
268173C7,2019-06-01 07:55:50,gift,8600,21.5
6D4A32B4,2019-06-01 10:13:02,buy,200,0.1
F26AD67B,2019-06-01 20:07:07,redeem,-6900,0.0
3D938BD4,2019-06-01 23:02:23,gift,1200,0.8
7A60A5D5,2019-06-02 19:58:32,buy,1800,2.0
1073F799,2019-06-05 02:40:48,redeem,-9100,0.0
91956084,2019-06-05 05:41:19,buy,3500,3.888888888888889
51C9DFA1,2019-06-05 13:05:52,gift,2500,3.125
277E334F,2019-06-05 23:34:46,redeem,-5500,0.0
68C47550,2019-06-06 07:29:38,redeem,-3600,0.0
1F89BD35,2019-06-07 06:34:56,redeem,-1600,0.0
2567D20E,2019-06-07 20:44:20,redeem,-1900,0.0
9857F1CD,2019-06-08 01:53:41,redeem,-2500,0.0
CCE5330A,2019-06-08 11:19:39,buy,4800,4.0
B7FB465F,2019-06-08 16:14:48,gift,900,0.47368421052631576
34A01C00,2019-06-09 06:11:06,redeem,-4400,0.0
07B9F61A,2019-06-11 18:46:32,buy,5900,5.9
DAA80BF4,2019-06-11 22:17:18,redeem,-300,0.0
015D3EF3,2019-06-12 01:50:29,buy,2200,2.75
9EDC30FF,2019-06-12 09:06:51,buy,3900,2.0526315789473686
C8D1B3A8,2019-06-13 01:56:41,redeem,-6500,0.0
41FFB247,2019-06-13 03:50:56,buy,4100,2.5625
D28AD870,2019-06-14 01:11:02,buy,700,0.7777777777777778
154651AD,2019-06-14 01:28:50,gift,7000,3.888888888888889
E71F95FD,2019-06-14 01:50:40,redeem,-1200,0.0
082880EA,2019-06-14 07:51:47,redeem,-7000,0.0
3A7D06EC,2019-06-14 13:21:59,gift,6500,3.4210526315789473
C29B266C,2019-06-14 18:26:21,buy,6500,65.0
0A6CC950,2019-06-15 23:34:34,redeem,-4400,0.0
8F686B10,2019-06-16 10:28:17,gift,6600,22.0
CEF64D1D,2019-06-16 19:58:11,redeem,-8900,0.0
A527D24F,2019-06-16 22:40:52,gift,3400,1.7894736842105263
A1E08B27,2019-06-16 23:12:04,buy,9100,4.7894736842105265
9A5007C4,2019-06-17 02:04:02,buy,8000,8.0
1381FE46,2019-06-17 05:51:09,redeem,-1500,0.0
5EB447B4,2019-06-18 09:18:52,redeem,-3600,0.0
2085BB17,2019-06-19 02:44:36,buy,8200,16.4
9537E9E2,2019-06-19 07:40:49,redeem,-8800,0.0
E9C8343F,2019-06-19 09:04:02,gift,6900,17.25
A4CB5752,2019-06-19 21:50:00,buy,1900,3.1666666666666665
6A6F4686,2019-06-20 05:54:07,gift,9300,10.333333333333334
B34038BA,2019-06-20 11:01:02,gift,8600,10.75
83267BAF,2019-06-20 23:16:57,gift,7600,19.0
2954F84A,2019-06-21 06:33:50,gift,3100,2.5833333333333335
634E89BA,2019-06-21 11:41:50,redeem,-5200,0.0
B49480EC,2019-06-21 12:31:34,redeem,-500,0.0
E6B53130,2019-06-22 03:23:50,gift,5500,9.166666666666666
B3BFCF5C,2019-06-22 06:56:42,gift,8700,5.4375
945EC7D0,2019-06-22 08:05:21,buy,10000,12.5
7C540EFD,2019-06-22 09:38:49,buy,4300,6.142857142857143
13A0FF53,2019-06-23 03:55:25,redeem,-9900,0.0
464459E9,2019-06-23 18:08:40,redeem,-7700,0.0
CB819F1C,2019-06-24 06:49:13,gift,5600,3.5
C66FDA0C,2019-06-25 12:23:59,buy,5000,2.5
E7B82148,2019-06-25 18:14:57,buy,2200,1.375
C4033DAA,2019-06-26 04:27:23,buy,3400,3.090909090909091
6902D348,2019-06-26 20:19:40,redeem,-8000,0.0
0AA5C109,2019-06-28 10:01:04,buy,200,0.13333333333333333
DAA80BF4,2019-06-28 22:08:24,gift,9300,18.6
E177399B,2019-06-29 08:23:00,gift,4200,3.230769230769231
76F0942D,2019-06-29 14:14:13,gift,2600,1.368421052631579
